GENEID	GeneSymbol	Chromosome	Biotype	Strand
ENSMUSG00000038074.17	Fkbp14	chr6:54554589-54574293	protein_coding	-
ENSMUSG00000005225.16	Plekha8	chr6:54572096-54622824	protein_coding	+
ENSMUSG00000101651.2	Gm28402	chr6:54657915-54658902	lncRNA	-
ENSMUSG00000038065.14	Mturn	chr6:54658609-54680836	protein_coding	+
ENSMUSG00000108283.2	Gm44008	chr6:54670631-54671042	TEC	+
ENSMUSG00000058446.15	Znrf2	chr6:54793901-54870485	protein_coding	+
ENSMUSG00000107841.2	Gm44185	chr6:54879407-54882713	TEC	+
ENSMUSG00000038058.15	Nod1	chr6:54900934-54949597	protein_coding	-
ENSMUSG00000077501.3	Gm24230	chr6:54951636-54951764	snoRNA	+
ENSMUSG00000002797.10	Ggct	chr6:54959565-54969935	protein_coding	-
ENSMUSG00000029777.11	Gars	chr6:55014992-55056485	protein_coding	+
ENSMUSG00000003476.17	Crhr2	chr6:55067034-55110001	protein_coding	-
ENSMUSG00000108285.2	Gm34358	chr6:55131444-55144195	lncRNA	+
ENSMUSG00000003477.6	Inmt	chr6:55147611-55152028	protein_coding	-
ENSMUSG00000038022.12	Mindy4	chr6:55180368-55297207	protein_coding	+
ENSMUSG00000107766.2	Gm44073	chr6:55273247-55284871	lncRNA	-
ENSMUSG00002076023.1	ENSMUSG00002076023	chr6:55285790-55285890	miRNA	-
ENSMUSG00000004655.6	Aqp1	chr6:55313417-55325540	protein_coding	+
ENSMUSG00000004654.7	Ghrhr	chr6:55353280-55365515	protein_coding	+
ENSMUSG00000108228.3	6430584L05Rik	chr6:55373872-55389270	lncRNA	+
ENSMUSG00000029778.13	Adcyap1r1	chr6:55428963-55478436	protein_coding	+
ENSMUSG00002076548.1	ENSMUSG00002076548	chr6:55510491-55510600	miRNA	+
ENSMUSG00000037984.10	Neurod6	chr6:55654807-55658248	protein_coding	-
ENSMUSG00000108063.2	Gm3279	chr6:55661556-55671559	lncRNA	+
ENSMUSG00000037973.7	Itprid1	chr6:55813880-55955720	protein_coding	+
ENSMUSG00000002930.7	Ppp1r17	chr6:55994482-56009674	protein_coding	+
ENSMUSG00000004347.18	Pde1c	chr6:56046789-56629472	protein_coding	-
ENSMUSG00002076183.1	ENSMUSG00002076183	chr6:56149913-56150016	miRNA	-
ENSMUSG00000119487.1	Gm24709	chr6:56560700-56560831	snoRNA	-
ENSMUSG00000077682.3	Gm22493	chr6:56577803-56577934	snoRNA	-
ENSMUSG00000091625.9	Lsm5	chr6:56678048-56681695	protein_coding	-
ENSMUSG00000029787.11	Avl9	chr6:56691884-56738897	protein_coding	+
ENSMUSG00000059486.12	Kbtbd2	chr6:56754509-56774798	protein_coding	-
ENSMUSG00000108080.2	Gm10209	chr6:56774576-56776182	TEC	+
ENSMUSG00000029781.8	Fkbp9	chr6:56809044-56856343	protein_coding	+
ENSMUSG00000029780.15	Nt5c3	chr6:56859385-56900917	protein_coding	-
ENSMUSG00000108260.2	Gm3793	chr6:56882896-56883567	TEC	-
ENSMUSG00000071893.8	Vmn1r4	chr6:56901000-56935085	protein_coding	+
ENSMUSG00000108021.2	Gm44049	chr6:56918826-56921809	TEC	-
ENSMUSG00000090346.3	Vmn1r5	chr6:56947258-56965375	protein_coding	+
ENSMUSG00000115701.2	Vmn1r6	chr6:56974228-56986810	protein_coding	+
ENSMUSG00000093696.2	Vmn1r7	chr6:57001091-57002309	protein_coding	-
ENSMUSG00000061208.7	Vmn1r8	chr6:57009269-57014376	protein_coding	+
ENSMUSG00000091541.3	Vmn1r9	chr6:57043772-57051891	protein_coding	+
ENSMUSG00000115181.2	Vmn1r10	chr6:57086439-57092020	protein_coding	+
ENSMUSG00000115236.2	Vmn1r11	chr6:57110440-57116602	protein_coding	+
ENSMUSG00000057981.6	Vmn1r12	chr6:57133904-57142314	protein_coding	+
ENSMUSG00000093728.2	Vmn1r-ps8	chr6:57165492-57166329	unprocessed_pseudogene	+
ENSMUSG00000064259.3	Vmn1r13	chr6:57180275-57191784	protein_coding	+
ENSMUSG00000114982.2	Vmn1r14	chr6:57208671-57217870	protein_coding	+
ENSMUSG00000115199.2	Vmn1r15	chr6:57234937-57236957	protein_coding	+
ENSMUSG00000093520.3	Vmn1r-ps9	chr6:57255013-57255641	unprocessed_pseudogene	+
ENSMUSG00000093621.2	Vmn1r-ps10	chr6:57289924-57290812	unprocessed_pseudogene	+
ENSMUSG00000115792.2	Vmn1r16	chr6:57295037-57306479	protein_coding	-
ENSMUSG00000115644.2	Vmn1r17	chr6:57336224-57340712	protein_coding	-
ENSMUSG00000091382.3	Vmn1r18	chr6:57353645-57372768	protein_coding	-
ENSMUSG00000115799.2	Vmn1r19	chr6:57380765-57383019	protein_coding	+
ENSMUSG00000115253.2	Vmn1r20	chr6:57405915-57412246	protein_coding	+
ENSMUSG00000093398.2	Vmn1r-ps11	chr6:57424341-57425193	unprocessed_pseudogene	-
ENSMUSG00000093535.2	4930533I22Rik	chr6:57453682-57474656	lncRNA	+
ENSMUSG00000108112.2	Gm45193	chr6:57462106-57603015	lncRNA	+
ENSMUSG00000037826.6	Ppm1k	chr6:57483487-57512453	protein_coding	-
ENSMUSG00002076654.1	Metazoa_SRP	chr6:57542778-57543094	misc_RNA	+
ENSMUSG00000029798.12	Herc6	chr6:57557985-57641617	protein_coding	+
ENSMUSG00000107627.2	Gm19244	chr6:57594010-57594262	processed_pseudogene	-
ENSMUSG00000104204.2	Gm37397	chr6:57661724-57664565	TEC	-
ENSMUSG00000043162.8	Pyurf	chr6:57663561-57669063	protein_coding	-
ENSMUSG00000097656.2	Gm26712	chr6:57666418-57666634	transcribed_unprocessed_pseudogene	-
ENSMUSG00000062190.13	Lancl2	chr6:57679525-57716424	protein_coding	+
ENSMUSG00000037788.15	Vopp1	chr6:57704792-57802144	protein_coding	-
ENSMUSG00000115343.2	Vmn1r21	chr6:57819815-57827328	protein_coding	-
ENSMUSG00000107431.2	Gm44114	chr6:57822571-57825297	TEC	+
ENSMUSG00000077717.3	Gm25726	chr6:57836805-57836933	snoRNA	-
ENSMUSG00000093530.2	Vmn1r-ps12	chr6:57849400-57849901	unprocessed_pseudogene	-
ENSMUSG00000115091.2	Vmn1r22	chr6:57875111-57885013	protein_coding	-
ENSMUSG00000093376.2	Vmn1r23	chr6:57902827-57903823	protein_coding	-
ENSMUSG00000093541.2	Gm20660	chr6:57926668-57926956	processed_pseudogene	-
ENSMUSG00000115507.2	Vmn1r24	chr6:57931692-57938488	protein_coding	-
ENSMUSG00000115668.2	Vmn1r25	chr6:57955284-57957795	protein_coding	-
ENSMUSG00000107678.2	Vmn1r-ps13	chr6:57970433-57970566	unprocessed_pseudogene	-
ENSMUSG00000048697.5	Vmn1r26	chr6:57981919-57992144	protein_coding	-
ENSMUSG00000071419.8	Rps15-ps2	chr6:57994491-57994928	processed_pseudogene	+
ENSMUSG00000093382.3	Vmn1r-ps14	chr6:58023433-58026884	transcribed_unprocessed_pseudogene	-
ENSMUSG00000093666.3	Vmn1r-ps15	chr6:58050581-58056114	transcribed_unprocessed_pseudogene	-
ENSMUSG00000093560.3	Gm6695	chr6:58068061-58069232	processed_pseudogene	+
ENSMUSG00000107530.2	Vmn1r-ps16	chr6:58085048-58085152	unprocessed_pseudogene	-
ENSMUSG00000093743.2	Vmn1r-ps17	chr6:58092722-58093615	unprocessed_pseudogene	-
ENSMUSG00000093708.2	Gm20718	chr6:58112870-58113128	processed_pseudogene	+
ENSMUSG00000107521.2	Gm43994	chr6:58169306-58171750	lncRNA	+
ENSMUSG00000093731.2	Vmn1r-ps18	chr6:58182670-58183910	unprocessed_pseudogene	+
ENSMUSG00000071428.3	Vmn1r27	chr6:58190076-58195806	protein_coding	-
ENSMUSG00000093522.2	Vmn1r-ps19	chr6:58233608-58234533	unprocessed_pseudogene	-
ENSMUSG00000115705.2	Vmn1r28	chr6:58239022-58252624	protein_coding	+
ENSMUSG00000091734.3	Vmn1r29	chr6:58278534-58288670	protein_coding	+
ENSMUSG00000093547.2	Gm20674	chr6:58371039-58371407	processed_pseudogene	+
ENSMUSG00000093702.2	Vmn1r-ps20	chr6:58383398-58384312	unprocessed_pseudogene	-
ENSMUSG00000095670.3	Vmn1r30	chr6:58411144-58420370	protein_coding	-
ENSMUSG00000107518.2	Gm44016	chr6:58415680-58415843	processed_pseudogene	-
ENSMUSG00000093461.2	Vmn1r-ps21	chr6:58432054-58432978	unprocessed_pseudogene	-
ENSMUSG00000107960.2	Gm35077	chr6:58434853-58498795	lncRNA	-
ENSMUSG00000093747.2	Gm20673	chr6:58438092-58438521	processed_pseudogene	+
ENSMUSG00000115404.2	Vmn1r31	chr6:58447926-58452315	protein_coding	-
ENSMUSG00000093518.2	Vmn1r-ps22	chr6:58471333-58472232	unprocessed_pseudogene	-
ENSMUSG00000093588.2	Vmn1r-ps23	chr6:58481428-58481722	unprocessed_pseudogene	-
ENSMUSG00000093741.2	Gm20672	chr6:58489256-58489516	processed_pseudogene	+
ENSMUSG00000029802.14	Abcg2	chr6:58561508-58672661	protein_coding	+
ENSMUSG00000108164.2	Gm43899	chr6:58758677-58758922	processed_pseudogene	-
ENSMUSG00000029804.18	Herc3	chr6:58808450-58897383	protein_coding	+
ENSMUSG00000055430.5	Nap1l5	chr6:58882218-58884061	protein_coding	-
ENSMUSG00000037709.14	Fam13a	chr6:58909075-59001534	protein_coding	-
ENSMUSG00000107439.2	Gm45060	chr6:58941859-58949219	lncRNA	+
ENSMUSG00000092323.2	BB365896	chr6:58942640-58979068	lncRNA	+
ENSMUSG00000108075.2	Gm45061	chr6:58950182-58952276	TEC	+
ENSMUSG00000107449.2	Gm19165	chr6:59013874-59016307	processed_pseudogene	+
ENSMUSG00000118703.1	Gm22367	chr6:59076238-59076369	snoRNA	+
ENSMUSG00000107987.2	Gm43905	chr6:59170035-59170238	processed_pseudogene	-
ENSMUSG00000049232.4	Tigd2	chr6:59185855-59189018	protein_coding	+
ENSMUSG00000045441.6	Gprin3	chr6:59324211-59403279	protein_coding	-
ENSMUSG00001118660.1	Gm22622	chr6:59682731-59682859	snoRNA	-
ENSMUSG00000108110.2	Gm18012	chr6:59919336-59920293	processed_pseudogene	+
ENSMUSG00000073045.10	Gm5570	chr6:60008952-60127030	lncRNA	+
ENSMUSG00000119172.1	Gm22723	chr6:60048043-60048171	snoRNA	-
ENSMUSG00000064515.3	n-R5s162	chr6:60227777-60227895	rRNA	+
ENSMUSG00000046764.9	A530053G22Rik	chr6:60256028-60380692	lncRNA	-
ENSMUSG00000107863.2	Gm44389	chr6:60438918-60439099	processed_pseudogene	-
ENSMUSG00000108192.2	Gm44410	chr6:60466940-60467429	lncRNA	+
ENSMUSG00000108003.2	Gm35386	chr6:60563762-60568173	lncRNA	+
ENSMUSG00000025889.14	Snca	chr6:60708559-60806839	protein_coding	-
ENSMUSG00000107755.2	Mageb16-ps2	chr6:60746951-60748043	processed_pseudogene	-
ENSMUSG00000108168.2	Gm43864	chr6:60768824-60772851	TEC	-
ENSMUSG00000108262.2	Gm43867	chr6:60859423-60859947	processed_pseudogene	-
ENSMUSG00000054641.11	Mmrn1	chr6:60901960-60966362	protein_coding	+
ENSMUSG00000108098.2	Gm18838	chr6:60993835-60994720	processed_pseudogene	-
ENSMUSG00000108299.2	Gm43892	chr6:61021713-61021977	unprocessed_pseudogene	-
ENSMUSG00000108087.2	Gm43893	chr6:61041689-61046239	lncRNA	-
ENSMUSG00000107652.2	Gm43894	chr6:61124204-61124891	lncRNA	-
ENSMUSG00000097924.3	A730020E08Rik	chr6:61149277-61157794	lncRNA	-
ENSMUSG00000039578.18	Ccser1	chr6:61157308-62359849	protein_coding	+
ENSMUSG00000107757.2	Gm43898	chr6:61377591-61378014	processed_pseudogene	+
ENSMUSG00000108246.2	Gm43896	chr6:61952082-61954113	TEC	+
ENSMUSG00000107590.2	Gm43897	chr6:62270686-62270994	processed_pseudogene	-
ENSMUSG00000107908.2	Gm43895	chr6:62284711-62286246	processed_pseudogene	-
ENSMUSG00000108160.2	Gm19237	chr6:62559054-62560185	processed_pseudogene	+
ENSMUSG00000107957.2	Gm44088	chr6:62607565-62607801	processed_pseudogene	+
ENSMUSG00000108174.2	Gm44092	chr6:62733781-62734038	processed_pseudogene	+
ENSMUSG00000108007.2	Gm18540	chr6:62797092-62797617	processed_pseudogene	+
ENSMUSG00000107854.2	Gm5001	chr6:62906130-62906460	unprocessed_pseudogene	+
ENSMUSG00000107708.2	Gm19131	chr6:63021949-63025156	transcribed_unprocessed_pseudogene	-
ENSMUSG00000107484.2	Nasp-ps1	chr6:63137259-63137949	processed_pseudogene	+
ENSMUSG00000088721.5	Gm22212	chr6:63177025-63177130	snRNA	-
ENSMUSG00000108242.2	9330118I20Rik	chr6:63225478-63234609	lncRNA	-
ENSMUSG00000071424.11	Grid2	chr6:63232860-64681307	protein_coding	+
ENSMUSG00000107525.2	Gm44071	chr6:63301656-63305425	lncRNA	-
ENSMUSG00000108068.2	Gm44075	chr6:63760836-63761051	processed_pseudogene	-
ENSMUSG00000107864.2	Gm44072	chr6:64017413-64018541	lncRNA	-
ENSMUSG00000107700.2	Gm20144	chr6:64069123-64069287	processed_pseudogene	+
ENSMUSG00000064775.3	Gm25205	chr6:64390632-64390734	snRNA	+
ENSMUSG00000073043.6	Atoh1	chr6:64706109-64708229	protein_coding	+
ENSMUSG00000107424.2	Gm18839	chr6:64855443-64856112	processed_pseudogene	-
ENSMUSG00000107783.2	Gm44038	chr6:64955499-64956387	processed_pseudogene	+
ENSMUSG00000086176.5	Gm15534	chr6:64967931-64968492	processed_pseudogene	+
ENSMUSG00000029920.10	Smarcad1	chr6:65019567-65093045	protein_coding	+
ENSMUSG00000029919.6	Hpgds	chr6:65094277-65121892	protein_coding	-
ENSMUSG00000090939.2	Gm17147	chr6:65105555-65105986	processed_pseudogene	+
ENSMUSG00000107968.2	Gm44419	chr6:65127981-65128209	processed_pseudogene	+
ENSMUSG00000108230.2	Gm3549	chr6:65146148-65146941	processed_pseudogene	+
ENSMUSG00000107490.2	Gm44058	chr6:65190556-65191956	processed_pseudogene	-
ENSMUSG00000108252.2	Gm44059	chr6:65209696-65210046	processed_pseudogene	-
ENSMUSG00000107609.2	Gm20177	chr6:65224257-65224590	processed_pseudogene	+
ENSMUSG00000108097.2	Gm44060	chr6:65248485-65248894	processed_pseudogene	-
ENSMUSG00000107630.2	Gm44061	chr6:65249934-65251128	processed_pseudogene	-
ENSMUSG00000108052.2	Gm8479	chr6:65305089-65306158	transcribed_processed_pseudogene	+
ENSMUSG00000029917.16	Qrfprl	chr6:65358089-65435134	protein_coding	+
ENSMUSG00000107584.2	Gm18716	chr6:65393004-65394606	processed_pseudogene	+
ENSMUSG00000107596.2	Gm18913	chr6:65409144-65410932	processed_pseudogene	+
ENSMUSG00000044162.13	Tnip3	chr6:65502297-65611024	protein_coding	+
ENSMUSG00000049001.6	Ndnf	chr6:65648574-65689310	protein_coding	+
ENSMUSG00000082115.3	Gm15490	chr6:65734920-65735306	processed_pseudogene	+
ENSMUSG00000085689.2	Gm16838	chr6:65745528-65756233	lncRNA	-
ENSMUSG00000029913.15	Prdm5	chr6:65755972-65913994	protein_coding	+
ENSMUSG00002075239.1	U6	chr6:65841155-65841260	snRNA	-
ENSMUSG00000092394.2	Gm20445	chr6:65859763-65860327	processed_pseudogene	+
ENSMUSG00000036463.9	4930544G11Rik	chr6:65929593-65930998	protein_coding	+
ENSMUSG00000107649.2	Gm44404	chr6:65958850-65960425	processed_pseudogene	-
ENSMUSG00000064391.4	Gm23625	chr6:65966624-65966723	snRNA	-
ENSMUSG00000108100.2	Gm5876	chr6:65972621-65973314	processed_pseudogene	+
ENSMUSG00000107695.2	Gm44289	chr6:66231727-66235189	processed_pseudogene	+
ENSMUSG00000107653.2	Gm31520	chr6:66241139-66261829	transcribed_processed_pseudogene	+
ENSMUSG00000107837.2	Gm44281	chr6:66375535-66375700	processed_pseudogene	-
ENSMUSG00000107631.2	Gm44233	chr6:66375730-66375955	processed_pseudogene	+
ENSMUSG00000107479.2	2610300M13Rik	chr6:66428933-66442722	lncRNA	-
ENSMUSG00000107775.2	Gm19764	chr6:66492877-66493525	processed_pseudogene	+
ENSMUSG00000108086.2	Gm6786	chr6:66503998-66505912	processed_pseudogene	+
ENSMUSG00000029910.15	Mad2l1	chr6:66512374-66524204	protein_coding	+
ENSMUSG00000062905.3	Vmn1r32	chr6:66529164-66537080	protein_coding	-
ENSMUSG00000107710.2	Gm5307	chr6:66554194-66554953	processed_pseudogene	+
ENSMUSG00000059375.6	Vmn1r33	chr6:66587527-66595266	protein_coding	-
ENSMUSG00000091012.3	Vmn1r34	chr6:66612920-66620863	protein_coding	-
ENSMUSG00000060699.3	Vmn1r35	chr6:66655054-66662890	protein_coding	-
ENSMUSG00000107591.2	Gm6794	chr6:66688675-66689131	processed_pseudogene	+
ENSMUSG00000115482.2	Vmn1r36	chr6:66692241-66696152	protein_coding	-
ENSMUSG00000115467.2	Vmn1r37	chr6:66706366-66710023	protein_coding	+
ENSMUSG00000107721.2	Gm44261	chr6:66710953-66711161	processed_pseudogene	-
ENSMUSG00000108231.2	Gm4045	chr6:66723001-66723310	processed_pseudogene	+
ENSMUSG00000093504.3	Vmn1r-ps24	chr6:66729260-66737023	transcribed_unprocessed_pseudogene	-
ENSMUSG00000115170.2	Vmn1r38	chr6:66750987-66759611	protein_coding	-
ENSMUSG00000093755.3	Vmn1r39	chr6:66780281-66787593	protein_coding	-
ENSMUSG00000107176.2	Gm9794	chr6:66852305-66852727	processed_pseudogene	-
ENSMUSG00000053442.5	4930597O21Rik	chr6:66871636-66873505	lncRNA	-
ENSMUSG00000036402.14	Gng12	chr6:66873381-66998334	protein_coding	+
ENSMUSG00000107634.2	Gm36816	chr6:66967015-66986244	lncRNA	-
ENSMUSG00000084154.2	Gm15644	chr6:66989469-66989855	processed_pseudogene	+
ENSMUSG00000107869.2	Gm29848	chr6:66999161-66999455	processed_pseudogene	+
ENSMUSG00000064987.4	Gm25260	chr6:67004027-67004160	snRNA	+
ENSMUSG00000036390.9	Gadd45a	chr6:67012080-67014441	protein_coding	-
ENSMUSG00000087231.8	E230016M11Rik	chr6:67013583-67057638	lncRNA	+
ENSMUSG00000097603.4	A430010J10Rik	chr6:67092657-67145410	lncRNA	+
ENSMUSG00000107799.2	Gm38825	chr6:67156783-67216694	lncRNA	-
ENSMUSG00000047905.11	Gm8566	chr6:67182603-67183067	processed_pseudogene	+
ENSMUSG00000108013.2	Gm44052	chr6:67198886-67199528	processed_pseudogene	-
ENSMUSG00000036371.7	Serbp1	chr6:67215160-67274720	protein_coding	+
ENSMUSG00000108292.2	Gm44050	chr6:67229009-67229912	processed_pseudogene	-
ENSMUSG00000018341.13	Il12rb2	chr6:67268302-67353172	protein_coding	-
ENSMUSG00000107907.2	Gm8574	chr6:67361402-67362325	processed_pseudogene	-
ENSMUSG00000108000.2	Gm44208	chr6:67383470-67383890	processed_pseudogene	-
ENSMUSG00000096086.2	Gm4761	chr6:67391415-67391996	processed_pseudogene	-
ENSMUSG00000107508.2	Gm44083	chr6:67394699-67395035	processed_pseudogene	-
ENSMUSG00000049093.10	Il23r	chr6:67399916-67468839	protein_coding	-
ENSMUSG00000105650.2	Gm42889	chr6:67509473-67533188	lncRNA	+
ENSMUSG00000051397.6	Tacstd2	chr6:67511046-67512780	protein_coding	-
ENSMUSG00000076501.3	Igkv2-137	chr6:67532481-67533200	IG_V_gene	+
ENSMUSG00000104819.2	4930515G16Rik	chr6:67542175-67543430	processed_pseudogene	-
ENSMUSG00000104931.2	Igkv1-136	chr6:67570996-67571292	IG_V_pseudogene	+
ENSMUSG00000096336.3	Igkv1-135	chr6:67586697-67587492	IG_V_gene	+
ENSMUSG00000106248.2	Gm9728	chr6:67610073-67611127	processed_pseudogene	-
ENSMUSG00000105464.2	Rpl18a-ps2	chr6:67618514-67618687	processed_pseudogene	-
ENSMUSG00000104883.2	Igkv14-134-1	chr6:67688158-67688612	IG_V_pseudogene	-
ENSMUSG00000091268.3	Igkv17-134	chr6:67697713-67698209	IG_V_pseudogene	-
ENSMUSG00000094491.3	Igkv1-133	chr6:67701886-67702645	IG_V_gene	+
ENSMUSG00000104843.2	Gm5308	chr6:67711235-67712588	processed_pseudogene	-
ENSMUSG00000104584.2	Rpl18a-ps3	chr6:67725544-67725714	processed_pseudogene	-
ENSMUSG00000106401.2	Gm43284	chr6:67731730-67731982	IG_V_pseudogene	+
ENSMUSG00000096580.2	Igkv1-132	chr6:67736684-67737397	IG_V_gene	+
ENSMUSG00000076505.2	Igkv1-131	chr6:67743020-67743756	IG_V_gene	-
ENSMUSG00000104744.2	Gm18980	chr6:67755234-67756312	processed_pseudogene	-
ENSMUSG00000096461.6	Igkv14-130	chr6:67768030-67768495	IG_V_gene	+
ENSMUSG00000089157.3	Gm22425	chr6:67769423-67769560	snoRNA	-
ENSMUSG00000087917.3	Gm24911	chr6:67781359-67781494	snoRNA	-
ENSMUSG00000093906.6	Igkv9-129	chr6:67816777-67817250	IG_V_gene	+
ENSMUSG00000104742.2	Igkv9-128	chr6:67824393-67824858	IG_V_pseudogene	+
ENSMUSG00000076508.4	Igkv17-127	chr6:67838137-67838643	IG_V_gene	+
ENSMUSG00000106372.2	Igkv14-126-1	chr6:67852995-67853461	IG_V_pseudogene	+
ENSMUSG00000105005.2	Gm9729	chr6:67860330-67860594	processed_pseudogene	-
ENSMUSG00000094345.3	Igkv14-126	chr6:67873156-67873626	IG_V_gene	+
ENSMUSG00000088245.3	Gm25910	chr6:67874049-67874188	snoRNA	-
ENSMUSG00000095737.6	Igkv11-125	chr6:67890557-67891036	IG_V_gene	+
ENSMUSG00000096632.3	Igkv9-124	chr6:67919058-67919524	IG_V_gene	-
ENSMUSG00000076512.3	Igkv9-123	chr6:67931212-67931698	IG_V_gene	-
ENSMUSG00000095497.3	Igkv1-122	chr6:67993702-67994472	IG_V_gene	+
ENSMUSG00000076514.4	Igkv17-121	chr6:68013796-68014302	IG_V_gene	+
ENSMUSG00000094872.2	Igkv9-120	chr6:68026967-68027440	IG_V_gene	+
ENSMUSG00000104575.2	Igkv9-119	chr6:68033329-68033794	IG_V_pseudogene	+
ENSMUSG00000106098.2	Igkv14-118-2	chr6:68043353-68043812	IG_V_pseudogene	+
ENSMUSG00000106480.2	Igkv14-118-1	chr6:68059659-68060105	IG_V_pseudogene	+
ENSMUSG00000104532.2	Gm43739	chr6:68077553-68077956	IG_V_pseudogene	+
ENSMUSG00000106331.2	Gm5309	chr6:68079774-68080450	processed_pseudogene	-
ENSMUSG00000104934.2	Igkv11-118	chr6:68082398-68082864	IG_V_pseudogene	+
ENSMUSG00000094335.3	Igkv1-117	chr6:68098030-68098811	IG_V_gene	+
ENSMUSG00000105306.2	Gm43171	chr6:68123386-68123676	processed_pseudogene	-
ENSMUSG00000105007.2	Gm43170	chr6:68124104-68124831	processed_pseudogene	+
ENSMUSG00000106630.2	Igkv2-116	chr6:68128869-68129601	IG_V_pseudogene	+
ENSMUSG00000091800.3	Igkv1-115	chr6:68138399-68138700	IG_V_pseudogene	+
ENSMUSG00000105363.2	Igkv11-114	chr6:68141441-68141907	IG_V_pseudogene	+
ENSMUSG00000105463.2	Igkv2-113	chr6:68155785-68156548	IG_V_pseudogene	+
ENSMUSG00000105163.2	Gm4873	chr6:68191035-68192237	processed_pseudogene	-
ENSMUSG00000076518.7	Igkv2-112	chr6:68196965-68197690	IG_V_gene	+
ENSMUSG00000095771.3	Igkv14-111	chr6:68233373-68233853	IG_V_gene	+
ENSMUSG00000088900.3	Gm25436	chr6:68234378-68234522	snoRNA	-
ENSMUSG00000093861.3	Igkv1-110	chr6:68247469-68248251	IG_V_gene	+
ENSMUSG00000104722.2	Gm43007	chr6:68273986-68274276	processed_pseudogene	-
ENSMUSG00000105684.2	Gm42612	chr6:68274746-68275473	processed_pseudogene	+
ENSMUSG00000105606.2	Igkv2-109	chr6:68279411-68280142	IG_V_gene	+
ENSMUSG00000105043.2	Igkv1-108	chr6:68289046-68289343	IG_V_pseudogene	+
ENSMUSG00000106494.2	Igkv2-107	chr6:68303082-68303736	IG_V_pseudogene	+
ENSMUSG00000076530.5	Igkv11-106	chr6:68316511-68316979	IG_V_pseudogene	+
ENSMUSG00000106066.2	Igkv2-105	chr6:68325631-68326425	IG_V_pseudogene	+
ENSMUSG00000105248.2	Gm5310	chr6:68364545-68366055	processed_pseudogene	-
ENSMUSG00000076522.3	Igkv16-104	chr6:68402559-68403056	IG_V_gene	+
ENSMUSG00000076523.3	Igkv15-103	chr6:68414424-68414909	IG_V_gene	+
ENSMUSG00000104832.2	Igkv15-102	chr6:68443110-68443396	IG_V_pseudogene	-
ENSMUSG00000106403.2	Igkv20-101-2	chr6:68451597-68452085	IG_V_gene	+
ENSMUSG00000106187.2	Igkv15-101-1	chr6:68456300-68456557	IG_V_pseudogene	+
ENSMUSG00000105319.2	Igkv15-101	chr6:68458405-68458703	IG_V_pseudogene	-
ENSMUSG00000096515.6	Igkv14-100	chr6:68495996-68496461	IG_V_gene	+
ENSMUSG00000077325.3	Gm25833	chr6:68509728-68509860	snoRNA	+
ENSMUSG00000076525.4	Igkv1-99	chr6:68518628-68519406	IG_V_gene	+
ENSMUSG00000076526.7	Igkv12-98	chr6:68547747-68548219	IG_V_gene	+
ENSMUSG00000105817.2	Igkv15-97	chr6:68568358-68568816	IG_V_pseudogene	+
ENSMUSG00000094420.3	Igkv10-96	chr6:68608947-68609426	IG_V_gene	-
ENSMUSG00000090781.3	Igkv2-95-2	chr6:68624399-68625105	IG_V_pseudogene	-
ENSMUSG00000106381.2	Igkv2-95-1	chr6:68648146-68648867	IG_V_pseudogene	+
ENSMUSG00000094902.3	Igkv10-95	chr6:68657363-68657832	IG_V_gene	+
ENSMUSG00000096490.2	Igkv10-94	chr6:68681492-68681962	IG_V_gene	-
ENSMUSG00000106318.2	Igkv2-93-1	chr6:68689358-68690082	IG_V_pseudogene	-
ENSMUSG00000106309.2	Gm40414	chr6:68711165-68711645	processed_pseudogene	-
ENSMUSG00000098814.3	Igkv19-93	chr6:68713281-68713764	IG_V_gene	-
ENSMUSG00000076531.2	Igkv4-92	chr6:68732022-68732577	IG_V_gene	-
ENSMUSG00000104995.2	Gm42925	chr6:68740266-68740676	IG_V_pseudogene	-
ENSMUSG00000076532.4	Igkv4-91	chr6:68745539-68746087	IG_V_gene	-
ENSMUSG00000076533.4	Igkv4-90	chr6:68784163-68784692	IG_V_gene	-
ENSMUSG00000104849.2	Gm42924	chr6:68787653-68787837	IG_V_pseudogene	+
ENSMUSG00000076534.7	Igkv12-89	chr6:68811830-68812291	IG_V_gene	-
ENSMUSG00000076535.2	Igkv1-88	chr6:68839249-68840015	IG_V_gene	-
ENSMUSG00000106124.2	Gm42539	chr6:68852412-68852807	IG_V_pseudogene	-
ENSMUSG00000105630.2	Gm42543	chr6:68857162-68857658	IG_V_gene	-
ENSMUSG00000105267.2	Gm42542	chr6:68870564-68870966	IG_V_pseudogene	-
ENSMUSG00000079544.3	Igkv13-87	chr6:68879965-68880250	IG_V_pseudogene	+
ENSMUSG00000104838.2	Gm43710	chr6:68886390-68886841	processed_pseudogene	+
